authorid,name,university,rank_6yr,cnt_6yr,rank_12yr,cnt_12yr,rank_all,cnt_all,is_top1pct
763,"Chen, Clara Xiaoling",University of Illinois at Urbana-Champaign,150,5,286,6,543,6,0
2656,"Chen, Shuping",University of Texas at Austin,150,5,123,9,301,9,0
1081,"Chenhall, Robert H.",Monash University,150,5,68,11,98,15,0
4216,"Christ, Margaret H.",University of Georgia,150,5,393,5,667,5,0
284,"Christensen, Theodore E.",Brigham Young University,150,5,123,9,230,10,0
679,"Church, Bryan K.",Georgia Institute of Technology,150,5,286,6,114,14,0
594,"Demski, Joel S.",Retired or Emeritus,150,5,159,8,70,17,0
1280,"Dyreng, Scott D.",Duke University,150,5,393,5,667,5,0
2135,"Easton, Peter D.",University of Notre Dame,150,5,68,11,70,17,0
2242,"Evans, John H.",University of Pittsburgh,150,5,91,10,70,17,0
775,"Farrell, Anne M.",Miami University,150,5,286,6,543,6,0
2265,"Free, Clinton",UNSW Sydney,150,5,286,6,543,6,0
839,"Gleason, Cristi A.",University of Iowa,150,5,159,8,372,8,0
727,"Hilary, Gilles",INSEAD,150,5,159,8,372,8,0
2659,"Hodge, Frank D.",University of Washington,150,5,91,10,197,11,0
1585,"Hofmann, Christian",Ludwig Maximilian University of Munich,150,5,286,6,543,6,0
3152,"Huang, Rong",Baruch College-The City University of New York,150,5,393,5,667,5,0
777,"Jackson, Kevin E.",University of Illinois at Urbana-Champaign,150,5,286,6,543,6,0
821,"Johnson, Eric N.",University of Wyoming,150,5,393,5,230,10,0
438,"Jorgensen, Bjorn N.",London School of Economics and Political Science,150,5,211,7,446,7,0
3237,"Kallunki, Juha-Pekka",University of Oulu,150,5,393,5,667,5,0
2219,"Ke, Bin",Nanyang Technological University,150,5,33,14,57,18,0
1118,"Kelly, Khim Ong",University of Waterloo,150,5,286,6,543,6,0
2107,"Kochetova-Kozloski, Natalia",Saint Mary`s University,150,5,393,5,667,5,0
3190,"Kuang, Xi (Jason)",Georgia Institute of Technology,150,5,393,5,667,5,0
3136,"Laplante, Stacie Kelley",University of Wisconsin-Madison,150,5,393,5,667,5,0
2220,"Leone, Andrew J.",University of Miami,150,5,33,14,98,15,0
1199,"Lev, Baruch",New York University,150,5,123,9,44,19,1
3270,"Lisowsky, Petro",University of Illinois at Urbana-Champaign,150,5,393,5,667,5,0
3016,"Loraas, Tina M.",Auburn University,150,5,286,6,543,6,0
1265,"Lys, Thomas Z.",Northwestern University,150,5,159,8,57,18,0
2661,"Matsumoto, Dawn A.",University of Washington,150,5,68,11,197,11,0
1057,"Mauldin, Elaine G.",University of Missouri,150,5,211,7,372,8,0
3207,"Messner, Martin",University of Innsbruck,150,5,393,5,667,5,0
702,"Miller, Gregory S.",University of Michigan,150,5,68,11,153,12,0
2723,"Neu, Dean",York University,150,5,123,9,57,18,0
1841,"Ng, Jeffrey",Singapore Management University,150,5,393,5,667,5,0
3378,"Nikolaev, Valeri V.",University of Chicago,150,5,393,5,667,5,0
3262,"No, Won Gyun","Rutgers, The State University of New Jersey",150,5,393,5,667,5,0
862,"O`Donnell, Edward F.",Southern Illinois University,150,5,91,10,153,12,0
2798,"Park, Myung Seok",Virginia Commonwealth University,150,5,286,6,543,6,0
3676,"Patatoukas, Panos N.","University of California, Berkeley",150,5,393,5,667,5,0
1060,"Pereira, Raynolde",University of Missouri,150,5,286,6,543,6,0
970,"Piercey, M. David",University of Massachusetts Amherst,150,5,393,5,667,5,0
2444,"Rajan, Madhav V.",Stanford University,150,5,68,11,28,21,1
1027,"Ramesh, K.",Rice University,150,5,286,6,230,10,0
63,"Reckers, Philip M. J.",Arizona State University,150,5,286,6,28,21,1
2762,"Richardson, Gordon D.",University of Toronto,150,5,211,7,98,15,0
214,"Richardson, Scott A.",London Business School,150,5,16,16,70,17,0
378,"Rogers, Jonathan L.",University of Colorado at Boulder,150,5,286,6,543,6,0
1072,"Roychowdhury, Sugata",Boston College,150,5,211,7,446,7,0
1203,"Ryan, Stephen G.",New York University,150,5,91,10,98,15,0
3060,"Samuels, Janet A.",Thunderbird School of Global Management,150,5,286,6,543,6,0
2373,"Sandino, Tatiana",Harvard University,150,5,286,6,543,6,0
3467,"Serafeim, George",Harvard University,150,5,393,5,667,5,0
5353,"Shroff, Nemit",Massachusetts Institute of Technology,150,5,393,5,667,5,0
1043,"Shroff, Pervin K.",University of Minnesota,150,5,211,7,230,10,0
3393,"Sikes, Stephanie A.",University of Pennsylvania,150,5,393,5,667,5,0
301,"Simunic, Dan A.",University of British Columbia - Vancouver,150,5,123,9,85,16,0
756,"Sivaramakrishnan, Konduru",Rice University,150,5,211,7,85,16,0
1305,"Skaife, Hollis","University of California, Davis",150,5,123,9,230,10,0
227,"Sloan, Richard G.","University of California, Berkeley",150,5,68,11,16,26,1
428,"Soderstrom, Naomi S.",University of Melbourne,150,5,286,6,197,11,0
1220,"Stubben, Stephen R.",University of Utah,150,5,393,5,667,5,0
4562,"Thornock, Jacob R.",University of Washington,150,5,393,5,667,5,0
2238,"Tuna, Irem",London Business School,150,5,56,12,153,12,0
931,"Van der Stede, Wim A.",London School of Economics and Political Science,150,5,56,12,133,13,0
2386,"Vandervelde, Scott D.",University of South Carolina,150,5,211,7,446,7,0
955,"Vanstraelen, Ann",Maastricht University,150,5,286,6,543,6,0
2310,"Vasarhelyi, Miklos A.","Rutgers, The State University of New Jersey",150,5,123,9,197,11,0
3562,"Vyas, Dushyantkumar",University of Toronto,150,5,393,5,667,5,0
341,"Walker, Stephen P.",University of Edinburgh,150,5,211,7,153,12,0
2701,"Webb, R. Alan",University of Waterloo,150,5,159,8,301,9,0
2800,"Wier, Benson",Virginia Commonwealth University,150,5,123,9,197,11,0
2512,"Wilkins, Michael S.",Trinity University,150,5,211,7,153,12,0
2085,"Willekens, Marleen",Catholic (Katholieke) University of Leuven,150,5,393,5,543,6,0
2513,"Wolfe, Christopher J.",Texas A&M University,150,5,211,7,230,10,0
391,"Wong, T. J.",Chinese University of Hong Kong,150,5,159,8,133,13,0
322,"Yetman, Michelle H.","University of California, Davis",150,5,211,7,446,7,0
816,"Yohn, Teri Lombardi",Indiana University Bloomington,150,5,211,7,230,10,0
3282,"You, Haifeng",Hong Kong University of Science and Technology,150,5,393,5,667,5,0
2859,"Zach, Tzachi",The Ohio State University,150,5,286,6,543,6,0
3313,"Zang, Yoonseok",Singapore Management University,150,5,393,5,667,5,0
3274,"Zechman, Sarah L. C.",University of Chicago,150,5,393,5,667,5,0
319,"Zhang, Xiao-Jun","University of California, Berkeley",150,5,123,9,114,14,0
445,"Zhang, Yuan",University of Texas at Dallas,150,5,211,7,446,7,0
988,"Abbott, Lawrence J.",University of Wisconsin-Milwaukee,248,4,123,9,230,10,0
2673,"Aboody, David","University of California, Los Angeles",248,4,123,9,98,15,0
2514,"Ali, Ashiq",University of Texas at Dallas,248,4,286,6,133,13,0
2304,"Alles, Michael G.","Rutgers, The State University of New Jersey",248,4,393,5,446,7,0
917,"Amir, Eli",London Business School,248,4,547,4,98,15,0
593,"Asare, Stephen K.",University of Florida,248,4,211,7,133,13,0
632,"Baber, William R.",Georgetown University,248,4,286,6,197,11,0
599,"Baik, Bok",Seoul National University,248,4,547,4,833,4,0
436,"Balachandran, Sudhakar V.",University of Illinois at Chicago,248,4,393,5,667,5,0
2211,"Barron, Orie",Pennsylvania State University,248,4,211,7,153,12,0
39,"Bens, Daniel A.",INSEAD,248,4,159,8,372,8,0
3333,"Bol, Jasmijn C.",Tulane University,248,4,547,4,833,4,0
2598,"Boone, Jeff P.",University of Texas at San Antonio,248,4,286,6,543,6,0
661,"Borthick, A. Faye",Georgia State University,248,4,286,6,230,10,0
2654,"Bowen, Robert M.",University of San Diego,248,4,211,7,230,10,0
3334,"Brochet, Francois",Boston University,248,4,547,4,833,4,0
3509,"Bruynseels, Liesbeth",Catholic (Katholieke) University of Leuven,248,4,547,4,833,4,0
3307,"Burks, Jeffery J.",University of Notre Dame,248,4,547,4,833,4,0
2229,"Bushee, Brian J.",University of Pennsylvania,248,4,123,9,114,14,0
1212,"Bushman, Robert M.",University of North Carolina at Chapel Hill,248,4,159,8,57,18,0
5162,"Byzalov, Dmitri",Temple University,248,4,547,4,833,4,0
3276,"Call, Andrew C.",Arizona State University,248,4,547,4,833,4,0
695,"Campbell, Dennis",Harvard University,248,4,547,4,833,4,0
4441,"Cao, Jian",Florida Atlantic University,248,4,547,4,833,4,0
3782,"Cassell, Cory A.",University of Arkansas,248,4,547,4,833,4,0
1177,"Cheng, Mandy M.",UNSW Sydney,248,4,286,6,543,6,0
3116,"Cheng, Mei",University of Arizona,248,4,547,4,833,4,0
1404,"Clor-Proell, Shana",Texas Christian University,248,4,393,5,667,5,0
2231,"Core, John E.",Massachusetts Institute of Technology,248,4,91,10,153,12,0
5317,"Dai, Zhonglan",University of Texas at Dallas,248,4,547,4,833,4,0
2964,"Debreceny, Roger S.",University of Hawaii at Manoa,248,4,286,6,543,6,0
2822,"Dekker, Henri C.",Vrije (VU) University Amsterdam,248,4,393,5,446,7,0
3542,"Desai, Naman K.",Indian Institute of Management-Ahmedabad,248,4,547,4,833,4,0
9,"DeZoort, F. Todd",University of Alabama,248,4,211,7,153,12,0
846,"Dilla, William N.",Iowa State University,248,4,286,6,301,9,0
748,"Drymiotes, George",University of Cyprus,248,4,393,5,667,5,0
315,"Dutta, Sunil","University of California, Berkeley",248,4,45,13,70,17,0
1263,"Dye, Ronald A.",Northwestern University,248,4,159,8,70,17,0
41,"Eldenburg, Leslie",University of Arizona,248,4,286,6,301,9,0
3311,"Erkens, David H.",University of Southern California,248,4,547,4,833,4,0
540,"Ertimur, Yonca",University of Colorado at Boulder,248,4,286,6,543,6,0
2720,"Everett, Jeff",York University,248,4,393,5,667,5,0
335,"Ezzamel, Mahmoud",Cardiff University,248,4,159,8,230,10,0
316,"Fan, Qintao",University of Illinois at Urbana-Champaign,248,4,393,5,667,5,0
1053,"Farber, David B.",University of Texas at El Paso,248,4,393,5,667,5,0
1491,"Firth, Michael",Lingnan University,248,4,393,5,372,8,0
2215,"Fischer, Paul E.",University of Pennsylvania,248,4,211,7,114,14,0
2854,"Frankel, Richard M.",Washington University in St. Louis,248,4,123,9,153,12,0
1501,"Gao, Pingyang",University of Chicago,248,4,547,4,833,4,0
2658,"Ge, Weili",University of Washington,248,4,211,7,446,7,0
2281,"Geiger, Marshall A.",University of Richmond,248,4,159,8,230,10,0
2979,"Gray, Glen L.",California State University Northridge,248,4,393,5,543,6,0
1537,"Guedhami, Omrane",University of South Carolina,248,4,393,5,667,5,0
3454,"Gunny, Katherine",University of Colorado at Boulder,248,4,547,4,833,4,0
2438,"Guttman, Ilan",New York University,248,4,393,5,667,5,0
2233,"Hail, Luzi",University of Pennsylvania,248,4,286,6,543,6,0
564,"Hecht, Gary W.",University of Illinois at Urbana-Champaign,248,4,393,5,667,5,0
2288,"Heitzman, Shane",University of Southern California,248,4,286,6,543,6,0
749,"Hemmer, Thomas",Rice University,248,4,159,8,44,19,1
606,"Hobson, Jessen L.",University of Illinois at Urbana-Champaign,248,4,393,5,667,5,0
808,"Hopkins, Patrick E.",Indiana University Bloomington,248,4,211,7,230,10,0
3106,"Hsu, Charles",Hong Kong University of Science and Technology,248,4,547,4,833,4,0
3232,"Hui, Kai Wai",Hong Kong University of Science and Technology,248,4,547,4,833,4,0
1001,"Indjejikian, Raffi J.",University of Michigan,248,4,211,7,70,17,0
2235,"Ittner, Christopher D.",University of Pennsylvania,248,4,91,10,44,19,1
2440,"Jagolinzer, Alan D.",University of Colorado at Boulder,248,4,393,5,667,5,0
2711,"Jamal, Karim",University of Alberta,248,4,159,8,114,14,0
2805,"Jenkins, J. Gregory",Virginia Tech,248,4,211,7,372,8,0
1020,"Jiang, John (Xuefeng)",Michigan State University,248,4,393,5,667,5,0
3139,"Johnston, Rick",Not Found,248,4,547,4,833,4,0
621,"Jones, Keith L.",George Mason University,248,4,547,4,833,4,0
2529,"Kachelmeier, Steven J.",University of Texas at Austin,248,4,286,6,85,16,0
3305,"Katz, Sharon P.",Columbia University in the City of New York,248,4,547,4,833,4,0
1069,"Khan, Mozaffar",University of Minnesota,248,4,547,4,833,4,0
2530,"Kinney, William R.",University of Texas at Austin,248,4,123,9,57,18,0
3206,"Kirk, Marcus",University of Florida,248,4,547,4,833,4,0
1672,"Klasa, Sandy",University of Arizona,248,4,547,4,833,4,0
659,"Klassen, Kenneth J.",University of Waterloo,248,4,211,7,153,12,0
2306,"Kogan, Alexander","Rutgers, The State University of New Jersey",248,4,211,7,372,8,0
581,"Kohlbeck, Mark",Florida Atlantic University,248,4,393,5,667,5,0
3503,"Konchitchki, Yaniv","University of California, Berkeley",248,4,547,4,833,4,0
3460,"Kravet, Todd",University of Texas at Dallas,248,4,547,4,833,4,0
1071,"LaFond, Ryan",Practice,248,4,159,8,372,8,0
1216,"Lang, Mark H.",University of North Carolina at Chapel Hill,248,4,68,11,28,21,1
1002,"Lehavy, Reuven",University of Michigan,248,4,123,9,301,9,0
375,"Leuz, Christian",University of Chicago,248,4,123,9,230,10,0
781,"Li, Laura Yue",University of Illinois at Urbana-Champaign,248,4,393,5,667,5,0
3366,"Li, Siqi",Santa Clara University,248,4,547,4,833,4,0
2636,"Lillis, Anne M.",University of Melbourne,248,4,211,7,301,9,0
2678,"Liu, Jing",Cheung Kong Graduate School of Business,248,4,123,9,230,10,0
2221,"Louis, Henock",Pennsylvania State University,248,4,211,7,446,7,0
37,"Lowe, D. Jordan",Arizona State University,248,4,211,7,153,12,0
1004,"Lundholm, Russell, J.",University of British Columbia - Vancouver,248,4,211,7,98,15,0
3319,"Maas, Victor S.",Erasmus University Rotterdam,248,4,547,4,833,4,0
3165,"Magilke, Matthew J",Claremont McKenna College,248,4,547,4,833,4,0
566,"Markov, Stanimir",Southern Methodist University,248,4,159,8,372,8,0
1005,"Matejka, Michal",Arizona State University,248,4,286,6,543,6,0
2890,"Mayhew, Brian W.",University of Wisconsin-Madison,248,4,68,11,114,14,0
1784,"Mergenthaler, Richard D.",University of Iowa,248,4,393,5,667,5,0
3504,"Merkley, Kenneth",Cornell University,248,4,547,4,833,4,0
3675,"Michas, Paul N.",University of Arizona,248,4,547,4,833,4,0
3180,"Miller, Brian P.",Indiana University Bloomington,248,4,547,4,833,4,0
2370,"Mock, Theodore J.","University of California, Riverside",248,4,547,4,230,10,0
954,"Moers, Frank",Maastricht University,248,4,159,8,301,9,0
98,"Monroe, Gary S.",UNSW Sydney,248,4,547,4,667,5,0
2413,"Murthy, Uday S.",University of South Florida,248,4,211,7,197,11,0
3376,"Muslu, Volkan",University of Houston,248,4,547,4,833,4,0
3140,"Neamtiu, Monica",University of Arizona,248,4,547,4,833,4,0
1840,"Newman, Andrew H.",University of South Carolina,248,4,547,4,833,4,0
1850,"O\'Dwyer, Brendan",University of Amsterdam,248,4,393,5,667,5,0
1026,"Petroni, Kathy R.",Michigan State University,248,4,159,8,70,17,0
3455,"Pevzner, Mikhail",University of Baltimore,248,4,547,4,833,4,0
2187,"Pinsker, Robert",Florida Atlantic University,248,4,393,5,667,5,0
2724,"Rahaman, Abu Shiraz",University of Calgary,248,4,393,5,667,5,0
656,"Ramalingegowda, Santhosh",University of Georgia,248,4,393,5,667,5,0
643,"Ramnath, Sundaresh",University of Miami,248,4,393,5,667,5,0
433,"Rankin, Frederick W.",Colorado State University,248,4,211,7,301,9,0
3050,"Raschke, Robyn L.","University of Nevada, Las Vegas",248,4,547,4,833,4,0
844,"Rego, Sonja Olhoft",Indiana University Bloomington,248,4,159,8,372,8,0
2928,"Richardson, Alan J.",University of Windsor,248,4,393,5,153,12,0
359,"Roberts, Robin W.",University of Central Florida,248,4,393,5,301,9,0
2540,"Robinson, John R.",University of Texas at Austin,248,4,159,8,133,13,0
907,"Sami, Heibatollah",Lehigh University,248,4,393,5,372,8,0
